id,order_num,product_line,status
62,10188,cgm systems,Shipped
63,10201,cgm systems,Shipped
64,10210,cgm systems,Shipped
65,10223,cgm systems,Shipped
66,10236,cgm systems,Shipped
67,10251,cgm systems,Shipped
68,10263,cgm systems,Shipped
69,10275,cgm systems,Shipped
70,10285,cgm systems,Shipped
71,10298,cgm systems,Shipped
72,10308,cgm systems,Shipped
73,10318,cgm systems,Shipped
74,10329,cgm systems,Shipped
75,10339,cgm systems,Shipped
76,10361,cgm systems,Shipped
77,10374,cgm systems,Shipped
78,10388,cgm systems,Shipped
79,10402,cgm systems,Shipped
80,10417,cgm systems,Disputed
81,10107,cgm systems,Shipped
82,10120,cgm systems,Shipped
83,10134,cgm systems,Shipped
84,10145,cgm systems,Shipped
85,10159,cgm systems,Shipped
86,10168,cgm systems,Shipped
87,10180,cgm systems,Shipped
88,10188,cgm systems,Shipped
89,10201,cgm systems,Shipped
90,10210,cgm systems,Shipped
91,10223,cgm systems,Shipped
92,10237,cgm systems,Shipped
93,10251,cgm systems,Shipped
94,10263,cgm systems,Shipped
95,10275,cgm systems,Shipped
96,10285,cgm systems,Shipped
97,10299,cgm systems,Shipped
98,10308,cgm systems,Shipped
99,10318,cgm systems,Shipped
100,10329,cgm systems,Shipped
101,10339,cgm systems,Shipped
102,10362,cgm systems,Shipped
103,10374,cgm systems,Shipped
104,10388,cgm systems,Shipped
105,10403,cgm systems,Shipped
106,10417,cgm systems,Disputed
107,10105,wound care supplies,Shipped
108,10119,wound care supplies,Shipped
109,10129,wound care supplies,Shipped
110,10143,wound care supplies,Shipped
111,10155,wound care supplies,Shipped
112,10167,wound care supplies,Cancelled
113,10178,wound care supplies,Shipped
114,10186,wound care supplies,Shipped
115,10197,wound care supplies,Shipped
116,10209,wound care supplies,Shipped
117,10222,wound care supplies,Shipped
118,10248,wound care supplies,Cancelled
119,10261,wound care supplies,Shipped
120,10273,wound care supplies,Shipped
121,10283,wound care supplies,Shipped
122,10295,wound care supplies,Shipped
123,10307,wound care supplies,Shipped
124,10316,wound care supplies,Shipped
125,10325,wound care supplies,Shipped
126,10337,wound care supplies,Shipped
127,10350,wound care supplies,Shipped
128,10359,wound care supplies,Shipped
129,10373,wound care supplies,Shipped
130,10384,wound care supplies,Shipped
131,10395,wound care supplies,Shipped
132,10400,wound care supplies,Shipped
133,10414,wound care supplies,On Hold
134,10103,wound care supplies,Shipped
135,10114,wound care supplies,Shipped
136,10126,wound care supplies,Shipped
137,10140,wound care supplies,Shipped
138,10150,wound care supplies,Shipped
139,10164,wound care supplies,Resolved
140,10175,wound care supplies,Shipped
141,10183,wound care supplies,Shipped
142,10194,wound care supplies,Shipped
143,10207,wound care supplies,Shipped
144,10217,wound care supplies,Shipped
145,10229,wound care supplies,Shipped
146,10245,wound care supplies,Shipped
147,10259,wound care supplies,Shipped
148,10270,wound care supplies,Shipped
149,10281,wound care supplies,Shipped
150,10291,wound care supplies,Shipped
151,10305,wound care supplies,Shipped
152,10313,wound care supplies,Shipped
153,10322,wound care supplies,Shipped
154,10334,wound care supplies,On Hold
155,10347,wound care supplies,Shipped
156,10357,wound care supplies,Shipped
157,10370,wound care supplies,Shipped
158,10381,wound care supplies,Shipped
159,10391,wound care supplies,Shipped
160,10411,wound care supplies,Shipped
161,10425,wound care supplies,In Process
162,10108,wound care supplies,Shipped
163,10122,wound care supplies,Shipped
164,10135,wound care supplies,Shipped
165,10147,wound care supplies,Shipped
166,10159,wound care supplies,Shipped
167,10169,wound care supplies,Shipped
168,10181,wound care supplies,Shipped
169,10191,wound care supplies,Shipped
170,10203,wound care supplies,Shipped
171,10211,wound care supplies,Shipped
172,10225,wound care supplies,Shipped
173,10238,wound care supplies,Shipped
174,10253,wound care supplies,Cancelled
175,10266,wound care supplies,Shipped
176,10276,wound care supplies,Shipped
177,10287,wound care supplies,Shipped
178,10300,wound care supplies,Shipped
179,10310,wound care supplies,Shipped
180,10320,wound care supplies,Shipped
181,10329,wound care supplies,Shipped
182,10341,wound care supplies,Shipped
183,10363,wound care supplies,Shipped
184,10375,wound care supplies,Shipped
185,10389,wound care supplies,Shipped
186,10419,wound care supplies,Shipped
187,10105,wound care supplies,Shipped
188,10117,wound care supplies,Shipped
189,10127,wound care supplies,Shipped
190,10142,wound care supplies,Shipped
191,10153,wound care supplies,Shipped
192,10165,wound care supplies,Shipped
193,10176,wound care supplies,Shipped
194,10185,wound care supplies,Shipped
195,10196,wound care supplies,Shipped
196,10208,wound care supplies,Shipped
197,10220,wound care supplies,Shipped
198,10231,wound care supplies,Shipped
199,10247,wound care supplies,Shipped
200,10272,wound care supplies,Shipped
201,10282,wound care supplies,Shipped
202,10293,wound care supplies,Shipped
203,10306,wound care supplies,Shipped
204,10314,wound care supplies,Shipped
205,10325,wound care supplies,Shipped
206,10336,wound care supplies,Shipped
207,10348,wound care supplies,Shipped
208,10359,wound care supplies,Shipped
209,10371,wound care supplies,Shipped
210,10382,wound care supplies,Shipped
211,10395,wound care supplies,Shipped
212,10413,wound care supplies,Shipped
213,10103,ostomy supplies,Shipped
214,10113,ostomy supplies,Shipped
215,10126,ostomy supplies,Shipped
216,10140,ostomy supplies,Shipped
217,10150,ostomy supplies,Shipped
218,10164,ostomy supplies,Resolved
219,10174,ostomy supplies,Shipped
220,10183,ostomy supplies,Shipped
221,10194,ostomy supplies,Shipped
222,10206,ostomy supplies,Shipped
223,10216,ostomy supplies,Shipped
224,10229,ostomy supplies,Shipped
225,10245,ostomy supplies,Shipped
226,10258,ostomy supplies,Shipped
227,10270,ostomy supplies,Shipped
228,10281,ostomy supplies,Shipped
229,10291,ostomy supplies,Shipped
230,10304,ostomy supplies,Shipped
231,10313,ostomy supplies,Shipped
232,10322,ostomy supplies,Shipped
233,10333,ostomy supplies,Shipped
234,10347,ostomy supplies,Shipped
235,10357,ostomy supplies,Shipped
236,10370,ostomy supplies,Shipped
237,10381,ostomy supplies,Shipped
238,10391,ostomy supplies,Shipped
239,10411,ostomy supplies,Shipped
240,10424,ostomy supplies,In Process
241,10107,cgm systems,Shipped
242,10121,cgm systems,Shipped
243,10134,cgm systems,Shipped
244,10145,cgm systems,Shipped
245,10159,cgm systems,Shipped
246,10169,cgm systems,Shipped
247,10180,cgm systems,Shipped
248,10189,cgm systems,Shipped
249,10201,cgm systems,Shipped
250,10211,cgm systems,Shipped
251,10224,cgm systems,Shipped
252,10237,cgm systems,Shipped
253,10251,cgm systems,Shipped
254,10263,cgm systems,Shipped
255,10276,cgm systems,Shipped
256,10285,cgm systems,Shipped
257,10299,cgm systems,Shipped
258,10309,cgm systems,Shipped
259,10319,cgm systems,Shipped
260,10329,cgm systems,Shipped
261,10341,cgm systems,Shipped
262,10362,cgm systems,Shipped
263,10375,cgm systems,Shipped
264,10388,cgm systems,Shipped
265,10403,cgm systems,Shipped
266,10417,cgm systems,Disputed
267,10104,wound care supplies,Shipped
268,10117,wound care supplies,Shipped
269,10127,wound care supplies,Shipped
270,10142,wound care supplies,Shipped
271,10153,wound care supplies,Shipped
272,10165,wound care supplies,Shipped
273,10176,wound care supplies,Shipped
274,10185,wound care supplies,Shipped
275,10196,wound care supplies,Shipped
276,10208,wound care supplies,Shipped
277,10220,wound care supplies,Shipped
278,10230,wound care supplies,Shipped
279,10247,wound care supplies,Shipped
280,10272,wound care supplies,Shipped
281,10282,wound care supplies,Shipped
282,10293,wound care supplies,Shipped
283,10306,wound care supplies,Shipped
284,10314,wound care supplies,Shipped
285,10324,wound care supplies,Shipped
286,10336,wound care supplies,Shipped
287,10348,wound care supplies,Shipped
288,10358,wound care supplies,Shipped
289,10372,wound care supplies,Shipped
290,10382,wound care supplies,Shipped
291,10413,wound care supplies,Shipped
292,10108,wound care supplies,Shipped
293,10122,wound care supplies,Shipped
294,10135,wound care supplies,Shipped
295,10147,wound care supplies,Shipped
296,10160,wound care supplies,Shipped
297,10170,wound care supplies,Shipped
298,10181,wound care supplies,Shipped
299,10191,wound care supplies,Shipped
300,10203,wound care supplies,Shipped
301,10212,wound care supplies,Shipped
302,10225,wound care supplies,Shipped
303,10238,wound care supplies,Shipped
304,10253,wound care supplies,Cancelled
305,10266,wound care supplies,Shipped
306,10276,wound care supplies,Shipped
307,10287,wound care supplies,Shipped
308,10300,wound care supplies,Shipped
309,10310,wound care supplies,Shipped
310,10320,wound care supplies,Shipped
311,10329,wound care supplies,Shipped
312,10341,wound care supplies,Shipped
313,10363,wound care supplies,Shipped
314,10376,wound care supplies,Shipped
315,10389,wound care supplies,Shipped
316,10419,wound care supplies,Shipped
317,10105,wound care supplies,Shipped
318,10117,wound care supplies,Shipped
319,10127,wound care supplies,Shipped
320,10142,wound care supplies,Shipped
321,10153,wound care supplies,Shipped
322,10165,wound care supplies,Shipped
323,10176,wound care supplies,Shipped
324,10185,wound care supplies,Shipped
325,10196,wound care supplies,Shipped
326,10208,wound care supplies,Shipped
327,10220,wound care supplies,Shipped
328,10231,wound care supplies,Shipped
329,10247,wound care supplies,Shipped
330,10272,wound care supplies,Shipped
331,10282,wound care supplies,Shipped
332,10293,wound care supplies,Shipped
333,10306,wound care supplies,Shipped
334,10314,wound care supplies,Shipped
335,10325,wound care supplies,Shipped
336,10336,wound care supplies,Shipped
337,10349,wound care supplies,Shipped
338,10359,wound care supplies,Shipped
339,10372,wound care supplies,Shipped
340,10382,wound care supplies,Shipped
341,10396,wound care supplies,Shipped
342,10413,wound care supplies,Shipped
343,10108,wound care supplies,Shipped
344,10122,wound care supplies,Shipped
345,10135,wound care supplies,Shipped
346,10147,wound care supplies,Shipped
347,10159,wound care supplies,Shipped
348,10169,wound care supplies,Shipped
349,10181,wound care supplies,Shipped
350,10191,wound care supplies,Shipped
351,10203,wound care supplies,Shipped
352,10211,wound care supplies,Shipped
353,10225,wound care supplies,Shipped
354,10238,wound care supplies,Shipped
355,10253,wound care supplies,Cancelled
356,10266,wound care supplies,Shipped
357,10276,wound care supplies,Shipped
358,10287,wound care supplies,Shipped
359,10300,wound care supplies,Shipped
360,10310,wound care supplies,Shipped
361,10320,wound care supplies,Shipped
362,10329,wound care supplies,Shipped
363,10341,wound care supplies,Shipped
364,10363,wound care supplies,Shipped
365,10377,wound care supplies,Shipped
366,10389,wound care supplies,Shipped
367,10419,wound care supplies,Shipped
368,10104,ostomy supplies,Shipped
369,10115,ostomy supplies,Shipped
370,10127,ostomy supplies,Shipped
371,10141,ostomy supplies,Shipped
372,10151,ostomy supplies,Shipped
373,10165,ostomy supplies,Shipped
374,10175,ostomy supplies,Shipped
375,10184,ostomy supplies,Shipped
376,10195,ostomy supplies,Shipped
377,10207,ostomy supplies,Shipped
378,10219,ostomy supplies,Shipped
379,10229,ostomy supplies,Shipped
380,10246,ostomy supplies,Shipped
381,10259,ostomy supplies,Shipped
382,10271,ostomy supplies,Shipped
383,10281,ostomy supplies,Shipped
384,10292,ostomy supplies,Shipped
385,10305,ostomy supplies,Shipped
386,10314,ostomy supplies,Shipped
387,10324,ostomy supplies,Shipped
388,10336,ostomy supplies,Shipped
389,10349,ostomy supplies,Shipped
390,10358,ostomy supplies,Shipped
391,10371,ostomy supplies,Shipped
392,10382,ostomy supplies,Shipped
393,10412,ostomy supplies,Shipped
394,10425,ostomy supplies,In Process
395,10108,wound care supplies,Shipped
396,10122,wound care supplies,Shipped
397,10135,wound care supplies,Shipped
398,10147,wound care supplies,Shipped
399,10160,wound care supplies,Shipped
400,10170,wound care supplies,Shipped
401,10181,wound care supplies,Shipped
402,10192,wound care supplies,Shipped
403,10203,wound care supplies,Shipped
404,10212,wound care supplies,Shipped
405,10225,wound care supplies,Shipped
406,10239,wound care supplies,Shipped
407,10253,wound care supplies,Cancelled
408,10266,wound care supplies,Shipped
409,10277,wound care supplies,Shipped
410,10287,wound care supplies,Shipped
411,10300,wound care supplies,Shipped
412,10310,wound care supplies,Shipped
413,10321,wound care supplies,Shipped
414,10329,wound care supplies,Shipped
415,10341,wound care supplies,Shipped
416,10363,wound care supplies,Shipped
417,10377,wound care supplies,Shipped
418,10389,wound care supplies,Shipped
419,10405,wound care supplies,Shipped
420,10419,wound care supplies,Shipped
421,10103,ostomy supplies,Shipped
422,10113,ostomy supplies,Shipped
423,10126,ostomy supplies,Shipped
424,10140,ostomy supplies,Shipped
425,10150,ostomy supplies,Shipped
426,10164,ostomy supplies,Resolved
427,10174,ostomy supplies,Shipped
428,10183,ostomy supplies,Shipped
429,10194,ostomy supplies,Shipped
430,10206,ostomy supplies,Shipped
431,10215,ostomy supplies,Shipped
432,10228,ostomy supplies,Shipped
433,10245,ostomy supplies,Shipped
434,10258,ostomy supplies,Shipped
435,10270,ostomy supplies,Shipped
436,10280,ostomy supplies,Shipped
437,10291,ostomy supplies,Shipped
438,10304,ostomy supplies,Shipped
439,10312,ostomy supplies,Shipped
440,10322,ostomy supplies,Shipped
441,10333,ostomy supplies,Shipped
442,10347,ostomy supplies,Shipped
443,10357,ostomy supplies,Shipped
444,10370,ostomy supplies,Shipped
445,10381,ostomy supplies,Shipped
446,10391,ostomy supplies,Shipped
447,10411,ostomy supplies,Shipped
448,10424,ostomy supplies,In Process
449,10109,wound care supplies,Shipped
450,10122,wound care supplies,Shipped
451,10136,wound care supplies,Shipped
452,10148,wound care supplies,Shipped
453,10161,wound care supplies,Shipped
454,10171,wound care supplies,Shipped
455,10181,wound care supplies,Shipped
456,10192,wound care supplies,Shipped
457,10204,wound care supplies,Shipped
458,10212,wound care supplies,Shipped
459,10225,wound care supplies,Shipped
460,10240,wound care supplies,Shipped
461,10253,wound care supplies,Cancelled
462,10266,wound care supplies,Shipped
463,10278,wound care supplies,Shipped
464,10287,wound care supplies,Shipped
465,10301,wound care supplies,Shipped
466,10310,wound care supplies,Shipped
467,10321,wound care supplies,Shipped
468,10331,wound care supplies,Shipped
469,10342,wound care supplies,Shipped
470,10356,wound care supplies,Shipped
471,10365,wound care supplies,Shipped
472,10377,wound care supplies,Shipped
473,10390,wound care supplies,Shipped
474,10406,wound care supplies,Disputed
475,10419,wound care supplies,Shipped
476,10102,orthopedic supplies,Shipped
477,10111,orthopedic supplies,Shipped
478,10125,orthopedic supplies,Shipped
479,10139,orthopedic supplies,Shipped
480,10149,orthopedic supplies,Shipped
481,10162,orthopedic supplies,Shipped
482,10173,orthopedic supplies,Shipped
483,10182,orthopedic supplies,Shipped
484,10193,orthopedic supplies,Shipped
485,10205,orthopedic supplies,Shipped
486,10215,orthopedic supplies,Shipped
487,10227,orthopedic supplies,Shipped
488,10244,orthopedic supplies,Shipped
489,10256,orthopedic supplies,Shipped
490,10280,orthopedic supplies,Shipped
491,10289,orthopedic supplies,Shipped
492,10304,orthopedic supplies,Shipped
493,10312,orthopedic supplies,Shipped
494,10322,orthopedic supplies,Shipped
495,10332,orthopedic supplies,Shipped
496,10346,orthopedic supplies,Shipped
497,10356,orthopedic supplies,Shipped
498,10369,orthopedic supplies,Shipped
499,10380,orthopedic supplies,Shipped
500,10391,orthopedic supplies,Shipped
501,10422,orthopedic supplies,In Process
502,10102,orthopedic supplies,Shipped
503,10111,orthopedic supplies,Shipped
504,10126,orthopedic supplies,Shipped
505,10139,orthopedic supplies,Shipped
506,10149,orthopedic supplies,Shipped
507,10162,orthopedic supplies,Shipped
508,10173,orthopedic supplies,Shipped
509,10182,orthopedic supplies,Shipped
510,10193,orthopedic supplies,Shipped
511,10205,orthopedic supplies,Shipped
512,10215,orthopedic supplies,Shipped
513,10227,orthopedic supplies,Shipped
514,10244,orthopedic supplies,Shipped
515,10256,orthopedic supplies,Shipped
516,10280,orthopedic supplies,Shipped
517,10289,orthopedic supplies,Shipped
518,10304,orthopedic supplies,Shipped
519,10312,orthopedic supplies,Shipped
520,10322,orthopedic supplies,Shipped
521,10332,orthopedic supplies,Shipped
522,10347,orthopedic supplies,Shipped
523,10356,orthopedic supplies,Shipped
524,10369,orthopedic supplies,Shipped
525,10381,orthopedic supplies,Shipped
526,10391,orthopedic supplies,Shipped
527,10422,orthopedic supplies,In Process
528,10110,wound care supplies,Shipped
529,10123,wound care supplies,Shipped
530,10137,wound care supplies,Shipped
531,10148,wound care supplies,Shipped
532,10161,wound care supplies,Shipped
533,10172,wound care supplies,Shipped
534,10181,wound care supplies,Shipped
535,10192,wound care supplies,Shipped
536,10204,wound care supplies,Shipped
537,10212,wound care supplies,Shipped
538,10226,wound care supplies,Shipped
539,10241,wound care supplies,Shipped
540,10253,wound care supplies,Cancelled
541,10266,wound care supplies,Shipped
542,10278,wound care supplies,Shipped
543,10288,wound care supplies,Shipped
544,10301,wound care supplies,Shipped
545,10311,wound care supplies,Shipped
546,10321,wound care supplies,Shipped
547,10331,wound care supplies,Shipped
548,10343,wound care supplies,Shipped
549,10367,wound care supplies,Resolved
550,10378,wound care supplies,Shipped
551,10407,wound care supplies,On Hold
552,10419,wound care supplies,Shipped
553,10106,diabetes testing kit,Shipped
554,10119,diabetes testing kit,Shipped
555,10131,diabetes testing kit,Shipped
556,10143,diabetes testing kit,Shipped
557,10155,diabetes testing kit,Shipped
558,10167,diabetes testing kit,Cancelled
559,10178,diabetes testing kit,Shipped
560,10186,diabetes testing kit,Shipped
561,10198,diabetes testing kit,Shipped
562,10210,diabetes testing kit,Shipped
563,10222,diabetes testing kit,Shipped
564,10250,diabetes testing kit,Shipped
565,10262,diabetes testing kit,Cancelled
566,10274,diabetes testing kit,Shipped
567,10284,diabetes testing kit,Shipped
568,10296,diabetes testing kit,Shipped
569,10307,diabetes testing kit,Shipped
570,10316,diabetes testing kit,Shipped
571,10327,diabetes testing kit,Resolved
572,10338,diabetes testing kit,Shipped
573,10351,diabetes testing kit,Shipped
574,10373,diabetes testing kit,Shipped
575,10386,diabetes testing kit,Resolved
576,10398,diabetes testing kit,Shipped
577,10400,diabetes testing kit,Shipped
578,10416,diabetes testing kit,Shipped
579,10100,orthopedic supplies,Shipped
580,10110,orthopedic supplies,Shipped
581,10124,orthopedic supplies,Shipped
582,10149,orthopedic supplies,Shipped
583,10162,orthopedic supplies,Shipped
584,10173,orthopedic supplies,Shipped
585,10182,orthopedic supplies,Shipped
586,10193,orthopedic supplies,Shipped
587,10204,orthopedic supplies,Shipped
588,10214,orthopedic supplies,Shipped
589,10227,orthopedic supplies,Shipped
590,10241,orthopedic supplies,Shipped
591,10280,orthopedic supplies,Shipped
592,10288,orthopedic supplies,Shipped
593,10302,orthopedic supplies,Shipped
594,10312,orthopedic supplies,Shipped
595,10331,orthopedic supplies,Shipped
596,10344,orthopedic supplies,Shipped
597,10367,orthopedic supplies,Resolved
598,10379,orthopedic supplies,Shipped
599,10407,orthopedic supplies,On Hold
600,10420,orthopedic supplies,In Process
601,10108,wound care supplies,Shipped
602,10122,wound care supplies,Shipped
603,10135,wound care supplies,Shipped
604,10147,wound care supplies,Shipped
605,10160,wound care supplies,Shipped
606,10170,wound care supplies,Shipped
607,10181,wound care supplies,Shipped
608,10192,wound care supplies,Shipped
609,10203,wound care supplies,Shipped
610,10212,wound care supplies,Shipped
611,10225,wound care supplies,Shipped
612,10239,wound care supplies,Shipped
613,10253,wound care supplies,Cancelled
614,10266,wound care supplies,Shipped
615,10278,wound care supplies,Shipped
616,10287,wound care supplies,Shipped
617,10300,wound care supplies,Shipped
618,10310,wound care supplies,Shipped
619,10321,wound care supplies,Shipped
620,10329,wound care supplies,Shipped
621,10342,wound care supplies,Shipped
622,10363,wound care supplies,Shipped
623,10377,wound care supplies,Shipped
624,10389,wound care supplies,Shipped
625,10405,wound care supplies,Shipped
626,10419,wound care supplies,Shipped
627,10109,wound care supplies,Shipped
628,10122,wound care supplies,Shipped
629,10136,wound care supplies,Shipped
630,10148,wound care supplies,Shipped
631,10161,wound care supplies,Shipped
632,10171,wound care supplies,Shipped
633,10181,wound care supplies,Shipped
634,10192,wound care supplies,Shipped
635,10204,wound care supplies,Shipped
636,10212,wound care supplies,Shipped
637,10226,wound care supplies,Shipped
638,10240,wound care supplies,Shipped
639,10253,wound care supplies,Cancelled
640,10266,wound care supplies,Shipped
641,10278,wound care supplies,Shipped
642,10287,wound care supplies,Shipped
643,10301,wound care supplies,Shipped
644,10310,wound care supplies,Shipped
645,10321,wound care supplies,Shipped
646,10331,wound care supplies,Shipped
647,10342,wound care supplies,Shipped
648,10356,wound care supplies,Shipped
649,10366,wound care supplies,Shipped
650,10377,wound care supplies,Shipped
651,10390,wound care supplies,Shipped
652,10406,wound care supplies,Disputed
653,10419,wound care supplies,Shipped
654,10104,wound care supplies,Shipped
655,10115,wound care supplies,Shipped
656,10127,wound care supplies,Shipped
657,10141,wound care supplies,Shipped
658,10151,wound care supplies,Shipped
659,10165,wound care supplies,Shipped
660,10176,wound care supplies,Shipped
661,10184,wound care supplies,Shipped
662,10195,wound care supplies,Shipped
663,10207,wound care supplies,Shipped
664,10219,wound care supplies,Shipped
665,10230,wound care supplies,Shipped
666,10246,wound care supplies,Shipped
667,10259,wound care supplies,Shipped
668,10271,wound care supplies,Shipped
669,10282,wound care supplies,Shipped
670,10292,wound care supplies,Shipped
671,10305,wound care supplies,Shipped
672,10314,wound care supplies,Shipped
673,10324,wound care supplies,Shipped
674,10336,wound care supplies,Shipped
675,10349,wound care supplies,Shipped
676,10358,wound care supplies,Shipped
677,10371,wound care supplies,Shipped
678,10382,wound care supplies,Shipped
679,10412,wound care supplies,Shipped
680,10425,wound care supplies,In Process
681,10100,orthopedic supplies,Shipped
682,10110,orthopedic supplies,Shipped
683,10124,orthopedic supplies,Shipped
684,10149,orthopedic supplies,Shipped
685,10162,orthopedic supplies,Shipped
686,10173,orthopedic supplies,Shipped
687,10182,orthopedic supplies,Shipped
688,10193,orthopedic supplies,Shipped
689,10204,orthopedic supplies,Shipped
690,10214,orthopedic supplies,Shipped
691,10227,orthopedic supplies,Shipped
692,10241,orthopedic supplies,Shipped
693,10280,orthopedic supplies,Shipped
694,10288,orthopedic supplies,Shipped
695,10303,orthopedic supplies,Shipped
696,10312,orthopedic supplies,Shipped
697,10332,orthopedic supplies,Shipped
698,10344,orthopedic supplies,Shipped
699,10367,orthopedic supplies,Resolved
700,10379,orthopedic supplies,Shipped
701,10407,orthopedic supplies,On Hold
702,10420,orthopedic supplies,In Process
703,10104,ostomy supplies,Shipped
704,10114,ostomy supplies,Shipped
705,10127,ostomy supplies,Shipped
706,10141,ostomy supplies,Shipped
707,10151,ostomy supplies,Shipped
708,10165,ostomy supplies,Shipped
709,10175,ostomy supplies,Shipped
710,10184,ostomy supplies,Shipped
711,10195,ostomy supplies,Shipped
712,10207,ostomy supplies,Shipped
713,10229,ostomy supplies,Shipped
714,10246,ostomy supplies,Shipped
715,10259,ostomy supplies,Shipped
716,10271,ostomy supplies,Shipped
717,10281,ostomy supplies,Shipped
718,10292,ostomy supplies,Shipped
719,10305,ostomy supplies,Shipped
720,10313,ostomy supplies,Shipped
721,10324,ostomy supplies,Shipped
722,10334,ostomy supplies,On Hold
723,10349,ostomy supplies,Shipped
724,10358,ostomy supplies,Shipped
725,10370,ostomy supplies,Shipped
726,10383,ostomy supplies,Shipped
727,10412,ostomy supplies,Shipped
728,10425,ostomy supplies,In Process
729,10101,orthopedic supplies,Shipped
730,10110,orthopedic supplies,Shipped
731,10124,orthopedic supplies,Shipped
732,10149,orthopedic supplies,Shipped
733,10162,orthopedic supplies,Shipped
734,10173,orthopedic supplies,Shipped
735,10182,orthopedic supplies,Shipped
736,10193,orthopedic supplies,Shipped
737,10204,orthopedic supplies,Shipped
738,10214,orthopedic supplies,Shipped
739,10227,orthopedic supplies,Shipped
740,10243,orthopedic supplies,Shipped
741,10280,orthopedic supplies,Shipped
742,10288,orthopedic supplies,Shipped
743,10304,orthopedic supplies,Shipped
744,10312,orthopedic supplies,Shipped
745,10322,orthopedic supplies,Shipped
746,10332,orthopedic supplies,Shipped
747,10344,orthopedic supplies,Shipped
748,10356,orthopedic supplies,Shipped
749,10367,orthopedic supplies,Resolved
750,10380,orthopedic supplies,Shipped
751,10390,orthopedic supplies,Shipped
752,10409,orthopedic supplies,Shipped
753,10420,orthopedic supplies,In Process
754,10103,ostomy supplies,Shipped
755,10114,ostomy supplies,Shipped
756,10126,ostomy supplies,Shipped
757,10140,ostomy supplies,Shipped
758,10151,ostomy supplies,Shipped
759,10165,ostomy supplies,Shipped
760,10175,ostomy supplies,Shipped
761,10184,ostomy supplies,Shipped
762,10194,ostomy supplies,Shipped
763,10207,ostomy supplies,Shipped
764,10217,ostomy supplies,Shipped
765,10229,ostomy supplies,Shipped
766,10246,ostomy supplies,Shipped
767,10259,ostomy supplies,Shipped
768,10271,ostomy supplies,Shipped
769,10281,ostomy supplies,Shipped
770,10291,ostomy supplies,Shipped
771,10305,ostomy supplies,Shipped
772,10313,ostomy supplies,Shipped
773,10322,ostomy supplies,Shipped
774,10334,ostomy supplies,On Hold
775,10347,ostomy supplies,Shipped
776,10357,ostomy supplies,Shipped
777,10370,ostomy supplies,Shipped
778,10381,ostomy supplies,Shipped
779,10391,ostomy supplies,Shipped
780,10412,ostomy supplies,Shipped
781,10425,ostomy supplies,In Process
782,10106,diabetes testing kit,Shipped
783,10120,diabetes testing kit,Shipped
784,10133,diabetes testing kit,Shipped
785,10145,diabetes testing kit,Shipped
786,10168,diabetes testing kit,Shipped
787,10210,diabetes testing kit,Shipped
788,10223,diabetes testing kit,Shipped
789,10235,diabetes testing kit,Shipped
790,10250,diabetes testing kit,Shipped
791,10263,diabetes testing kit,Shipped
792,10275,diabetes testing kit,Shipped
793,10284,diabetes testing kit,Shipped
794,10297,diabetes testing kit,Shipped
795,10308,diabetes testing kit,Shipped
796,10318,diabetes testing kit,Shipped
797,10327,diabetes testing kit,Resolved
798,10339,diabetes testing kit,Shipped
799,10353,diabetes testing kit,Shipped
800,10374,diabetes testing kit,Shipped
